AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2014,2351,"ADIC 1: 13.356.229.517,00
ADIC 2: 5.572.994.207,09","$ 55,293,580,404.39","MEJORAMIENTO, REHABILITACIÓN Y PAVIMENTACIÓN DE LA RED SECUNDARIA PARA LA CONECTIVIDAD REGIONAL EN EL PROGRAMA ESTRATÉGICO DE INFRAESTRUCTURA DE CONECTIVIDAD PARA SANTANDER ENMARCADO DENTRO DEL CONTRATO PLAN DE LA NACIÓN CON EL DEPARTAMENTO, CONPES 3775 DE 2013 - CORREDOR DEL FOLCLOR Y EL BOCADILLO EN LOS SECTORES (PUENTE NACIONAL - GUAVATA - VÉLEZ - CHIPATA - LA PAZ - MIRABUENOS - GUALILO).","PUENTE NACIONAL GUAVATA 
VELEZ 
CHIPATA
LA PAZ",LIQUIDADO,2014-10-24T00:00:00.000,2020-09-24T00:00:00.000,100.00%,100.00%
2014,2359,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO UN RETROCARGADOR MARCA KING SANY, MODELO 866H SERIE CCG86HIKDOOOO219, DE PROPIEDAD DEL DEPARTAMENTO DE SANTANDER",SIMACOTA,LIQUIDADO,2014-08-21T00:00:00.000,2020-08-19T00:00:00.000,0.00%,0.00%
2014,2360,"$ 46,558,661.00","$ 281,998,090.15","REMODELACIÓN Y REPARACIONES LOCATIVAS DEL CENTRO DE BIENESTAR DEL ADULTO MAYOR DEL MUNICIPIO DE ONZAGA, SANTANDER.",ONZAGA,LIQUIDADO,2014-10-07T00:00:00.000,2015-08-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2372,$ 0.00,"$ 312,359,156.00",FORTALECIMIENTO DEL SISTEMA DE ASEO URBANO DEL MUNICIPIO DE BARICHARA SANTANDER,BARICHARA,LIQUIDADO,2014-09-08T00:00:00.000,2014-12-31T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2383,$ 0.00,"$ 583,947,218.10","CONSTRUCCION Y ADECUACION DE ESCENARIOS DEPORTIVOS EN LAS VEREDAS MONTECITOS, CAÑAVERAL, SANTA RITA Y EL BARRIO VILLA LAURA DEL MUNICIPIO DE SAN GIL DEPARTAMENTO DE SANTANDER",SAN GIL,LIQUIDADO,2014-10-15T00:00:00.000,2014-02-14T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2425,$ 0.00,"$ 14,729,100.00",INTERVENTORÍA CONSTRUCCIÓN PAVIMENTO RÍGIDO DE LA CARRERA 5 ENTRE CALLES 8-9 Y CALLES 4-6 DEL CASCO URBANO DEL MUNICIPIO DE HATO,HATO,LIQUIDADO,2014-10-01T00:00:00.000,2015-02-15T00:00:00.000,100.00%,100.00%
2014,2426,$ 0.00,"$ 2,656,647,419.28","MEJORAMIENTO. MANTENIMIENTO Y CONSERVACION DE VIAS EN JURISDICCION DE LOS MUNICIPIOS DE BARBOSA, BARICHARA, CEPITA, CHARTA,GIRON,FLORIDABLANCA, MALAGA, SAN GIL, SOCORRO, SUAITA, ZAPATOCA","BARBOSA -
BARICHARA -
CEPITA -
CHARTA -
GIRON -
FLORIDABLANCA 
MALAGA -
SAN GIL -
SOCORRO -
SUAITA -
ZAPATOCA",LIQUIDADO,2014-09-04T00:00:00.000,2015-02-04T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2428,$ 0.00,"$ 85,958,320.00","INTERVENTORIA PARA LOS PROYECTOS CONSTRUCCION REDES DE MEDIA Y BAJA TENSION, MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA LA ELECTRIFICACION RURAL DE LA VEREDA EL DANUBIO, MUNICIPIO DEL PEÑON Y 
CONSTRUCCION REDES DE MEDIA Y BAJA TENSION, MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS PARA LA ELECTRIFICACION RURAL DE LA VEREDA LOS HERNANDEZ DEL MUNICIPIO DE PUERTO WILCHES","EL PEÑON 
PUERTO WILCHES",LIQUIDADO,2014-09-17T00:00:00.000,2015-04-14T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2429,"$ 11,050,073.23","$ 27,625,183.08",INTERVENTORÍA REMODELACIÓN Y REPARACIONES LOCATIVAS DEL CENTRO DE BIENESTAR DEL ADULTO MAYOR DEL MUNICIPIO DE ONZAGA,ONZAGA,LIQUIDADO,2014-10-07T00:00:00.000,2015-08-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2442,$ 0.00,"$ 44,926,800.00","INTERVENTORIA CONSTRUCCION Y ADECUACION DE ESCENARIOS DEPORTIVOS EN LAS VEREDAS MONTECITOS, CAÑAVERAL, SANTA RITA Y EL BARRIO VILLA LAURA DEL MUNICIPIO DE SAN GIL",SAN GIL,LIQUIDADO,2014-10-15T00:00:00.000,2014-02-14T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2488,"$ 32,054,371.79","$ 96,255,151.79",INTERVENTORÍA CONSTRUCCIÓN PUENTE EN CONCRETO POSTENSADO DE DOS LUCES CON UN APOYO CENTRAL CIMENTADO DENTRO DEL CAUCE DEL RIO HORTA MUNICIPIO DE EL PEÑON,EL PEÑON,TERMINADO,2014-10-31T00:00:00.000,2017-05-30T00:00:00.000,25.00%,0.00%
2014,2507,"$ 39,064,606.40","$ 156,265,606.40",INTERVENTORIA CONSTRUCCION OBRAS DE MITIGACION CORREDOR VIAL PANORAMA - CUMBRE MUNICIPIO DE FLORIDABLANCA,FLORIDABLANCA,LIQUIDADO,2014-10-20T00:00:00.000,2015-10-10T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2514,$ 0.00,"$ 10,873,260.00",INTERVENTORIA A LA CONSTRUCCION DOMICILIARIAS DE ALCANTARILLADO Y DE ACUEDUCTO EN LA URBANIZACION CIUDAD BLANCA II ETAPA DEL MUNICIPIO DE SAN GIL.,SAN GIL,LIQUIDADO,2014-10-01T00:00:00.000,2014-12-30T00:00:00.000,100.00%,0.00%
2014,2562,$ 0.00,"$ 247,968,088.92",CONSTRUCCION DOMICILIARIAS DE ALCANTARILLADO Y DE ACUEDUCTO EN LA URBANIZACION CIUDAD BLANCA ETAPA II DEL MUNICIPIO DE SAN GIL,SAN GIL,LIQUIDADO,2014-10-01T00:00:00.000,2014-12-30T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2667,$ 0.00,"$ 455,556,600.72",REHABILITACIÓN DEL CANAL DE LA QUEBRADA SANTA BÁRBARA - LOURDES DEL MUNICIPIO DE SAN JOSÉ DE MIRANDA,SAN JOSE DE MIRANDA,LIQUIDADO,2014-10-29T00:00:00.000,2015-06-28T00:00:00.000,100.00%,97.12%
2014,2670,$ 0.00,"$ 177,378,934,814.81",MEJORAMIENTO REHABILITACION Y PAVIMENTACION DE LA RED SECUNDARIA PARA LA CONECTIVIDAD REGIONAL EN EL PROGRAMA ESTRATEGICO DE INFRAESTRUCTURA DE CONECTIVIDAD REGIONAL EN EL PROGRAMA ESTRATEGICO DE INFRAESTRUCTURA DE CONECTIVIDAD PARA SANTANDER ENMARCADO DENTRO DEL CONTRATO PLAN DE LA NACION CON EL DEPARTAMENTO DE SANTANDER CONPES 3775 DE 2013 - CORREDOR SAN GIL - CHARALA - LIMITES,"SAN GIL -
PARAMO -
CHARALA",SUSPENDIDO,2014-11-26T00:00:00.000,2018-12-31T00:00:00.000,99.00%,"97.88%
ACTA 40"
2014,2694,$ 0.00,"$ 680,437,260.00","ADECUACION Y OPTIMIZACION ACUEDUCTO BARRIO GIRARDOT SECTOR CALLE 21 ENTRE CARRERAS 10 Y 15; CARRERA 14 ENTRE CALLES 19 A Y 24, CALLE 21A ENTRE CARRERAS 8 Y 10 ; CALLE 25 ENTRE CARRERAS 8 Y 9 Y CARRERA 5 CALLES 25 Y 26 DELMUNICIPIO DE BUCARAMANGA",BUCARAMANGA,LIQUIDADO,2015-01-26T00:00:00.000,2015-05-16T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2698,"$ 828,464,397.16","$ 5,687,017,961.54",CONSTRUCCIÓN DEL PUENTE ARAGUA - SAN IGNACIO SOBRE EL RIO OPÓN (PUENTE DE LOS NIÑOS) MUNICIPIO DE SANTA HELENA,SANTA HELENA,LIQUIDADO,2014-11-18T00:00:00.000,2016-11-26T00:00:00.000,100.00%,100.00%
2014,2733,"$ 153,498,238.00","$ 667,350,180.00","CONSTRUCCION DE UNIDADES SANITARIAS RURAL, MUNICIPIO DE CHIPATA",CHIPATA,LIQUIDADO,2014-10-27T00:00:00.000,2015-11-26T00:00:00.000,100.00%,100.00%
2014,2738,"ADIC 1: $ 27.289.075.315,00
ADIC 8: $ 6.988.774.264,01","$ 146,636,225,252.49",AMPLIACION DEL CORREDOR VIAL PRIMARIO BUCARAMANGA - FLORIDABLANCA SECTOR PUERTA DEL SOL PUENTE PROVENZA DEL MUNICIPIO DE BUCARAMANGA,BUCARAMANGA,TERMINADO,2014-10-01T00:00:00.000,2022-03-03T00:00:00.000,100.00%,100.00%
2014,2742,$ 0.00,"$ 59,488,849.55","CONSTRUCCION PLACA HUELLAS VEHICULARES EN CONCRETO HIDRAULICO, SECTOR CORTADERAS EN LA VEREDA CARRIZAL , MUNICIPIO DE ENCISO",ENCISO,LIQUIDADO,2014-10-02T00:00:00.000,2014-12-31T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2832,"$ 31,410,000.00","$ 83,760,000.00",INTERVENTORIA CONSTRUCCION COLISEO CUBIERTO CASCO URBANO EN EL MUNICIPIO DE LANDAZURI DEPARTAMENTO DE SANTANDER,LANDAZURI,LIQUIDADO,2015-11-23T00:00:00.000,2017-08-04T00:00:00.000,100.00%,100.00%
2014,2845,$ 0.00,"$ 24,638,400.00",INTERVENTORIA MANTENIMIENTO Y MEJORAMIENTO DE LA VIA SAN MIGUEL - ARENALES - AGUA SUCIA DEL MUNICIPIO DE SAN MIGUEL SANTANDER,SAN MIGUEL,LIQUIDADO,2014-11-04T00:00:00.000,2015-05-19T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2846,"$ 75,750,965.73","$ 373,041,828.63","INTERVENTORÍA CONSTRUCCIÓN DEL PUENTE LA ARAGUA - SAN IGNACIO SOBRE EL RIO OPÓN (PUENTE LOS NIÑOS) MUNICIPIO DE SANTA HELENA, DEPARTAMENTO DE SANTANDER.",SANTA HELENA,LIQUIDADO,2014-11-18T00:00:00.000,2016-11-26T00:00:00.000,100.00%,100.00%
2014,2864,$ 0.00,"$ 95,497,052.20",INTERVENTORIA MANTENIMIENTO DEL PUENTE LA ARAGUA MUNICIPIO DE SANTA HELENA DEPARTAMENTO DE SANTANDER,SANTA HELENA,LIQUIDADO,2014-11-27T00:00:00.000,2015-07-11T00:00:00.000,100.00%,45.91%
2014,2897,$ 0.00,"$ 1,342,793,987.95",MANTENIMIENTO DEL PUENTE LA ARAGUA MUNICIPIO DE SANTA HELENA DEPARTAMENTO DE SANTANDER,SANTA HELENA,LIQUIDADO,2014-11-27T00:00:00.000,2015-12-11T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2921,$ 0.00,"$ 1,234,213,078.00","IMPLEMENTACION DE GAS NATURAL POR REDES PARA LOS MUNICIPÍOS DE CALIFORNIA, SURATA, CHARTA, VETAS Y TONA","CALIFORNIA -
SURATA -
CHARTA -
VETAS -
TONA",LIQUIDADO,2014-12-01T00:00:00.000,2015-11-30T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2954,$ 0.00,"$ 78,416,922.41","ADECUACION DEL PUENTE VEHICULAR SOBRE LA QUEBRADA LA SAMACA, EN LA VIA RIONEGRO - SANTA CRUZ DE LA COLINA MUNICIPIO DE RIONEGRO",RIONEGRO,LIQUIDADO,2014-11-20T00:00:00.000,2014-12-20T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,2992,"$ 27,632,430.76","$ 126,241,923.04","INTERVENTORIA CONSTRUCCION DEL PUENTE SOBRE LA QUEBRADA LA INDIA EN LA VIA QUE COMUNICA LOS CORREGIMIENTOS DE CAMPO CAPOTE, INDIA MEDIA, LA ESPERANZA, EL CAÑO DE LA MUERTA Y LA AURORA EN EL MUNICIPIO DE PUERTO PARRA",PUERTO PARRA,LIQUIDADO,2014-12-10T00:00:00.000,2016-02-04T00:00:00.000,100.00%,100.00%
2014,3041,$ 0.00,"$ 49,592,115.98","INTERVENTORIA PARA LA CONSTRUCCION DE REDES EN MEDIA Y BAJA TENSION, MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA ELECTRIFICACION RURAL DE LAS VEREDAS LA PALMA, SANTA ROSA ALTO Y BAJO, POZO NEGRO Y OTRAS DEL MUNICIPIO DE BARBOSA",BARBOSA,LIQUIDADO,2014-11-14T00:00:00.000,2016-10-10T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3047,"$ 15,875,635.50","$ 62,916,435.99","CONSTRUCCION DE SALON MULTIPLE DE ACTIVIDADES CULTURALES PARA LA VEREDA ACACIAS DEL MUNICIPIO DE CURITI, SANTANDER",CURITI,LIQUIDADO,2015-03-27T00:00:00.000,2015-10-25T00:00:00.000,100.00%,0.00%
2014,3147,$ 0.00,"$ 778,285,170.83",CONSTRUCCIÓN DEL ACUEDUCTO VEREDAL LA AGUADA DEL MUNICIPIO DE CEPITÁ DEPARTAMENTO DE SANTANDER,CEPITA,LIQUIDADO,2015-02-09T00:00:00.000,2015-10-28T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3165,"$ 10,500,000.00","$ 76,500,000.00",INTERVENTORIA CONSTRUCCION COLISEO CASCO URBANO EN EL MUNICIPIO DE JESUS MARIA,JESUS MARIA,LIQUIDADO,2015-02-19T00:00:00.000,2016-03-30T00:00:00.000,100.00%,100.00%
2014,3188,$ 0.00,"$ 44,435,888.00",INTERVENTORÍA REHABILITACIÓN DEL CANAL DE LA QUEBRADA SANTA BÁRBARA - LOURDES DEL MUNICIPIO DE SAN JOSÉ DE MIRANDA,SAN JOSE DE MIRANDA,LIQUIDADO,2015-01-19T00:00:00.000,2015-05-18T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3238,$ 0.00,"$ 195,468,181.77",UTILIZACION Y UNIFICACION DE LOS ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCION DE LOS PUENTES PEATONALES EN LA RED VIAL NACIONAL EN EL DEPARTAMENTO DE SANTANDER,BARRANCABERMEJA,LIQUIDADO,2014-12-17T00:00:00.000,2015-04-17T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3262,$ 0.00,"$ 381,999,650.62",CONSTRUCCIÓN DE UNIDADES SANITARIAS EN EL SECTOR RURAL EN EL MUNICIPIO DE GUACA,GUACA,LIQUIDADO,2014-12-03T00:00:00.000,2015-12-29T00:00:00.000,100.00%,99.25%
2014,3296,"ADIC 1:  $ 28.658.795.408
ADIC 4: 8.245.730.976,70
ADIC 5: 4.426.673.133,38","$ 108,099,311,675.43","MEJORAMIENTO, REHABILITACION Y PAVIMENTACION EN LA RED SECUNDARIA PARA LA CONECTIVIDAD REGIONAL EN EL PROGRAMA ESTRATEGICO DE INFRAESTRUCTURA DE CONECTIVIDAD PARA SANTANDER EN MARCADO DENTRO DEL CONTRATO PLAN DE LA NACION CON EL DEPARTAMENTO CONPES 3775 DE 2013-CORREDOR ESTRATEGICO(GIRON-ZAPATOCA-SAN VICENTE-ALBANIA-TRONCAL DEL MAGDALENA MEDIO/LA RENTA- SAN VICENTE)","GIRON
ZAPATOCA
SAN VICENTE",TERMINADO,2014-12-19T00:00:00.000,2021-02-28T00:00:00.000,99.00%,100.00%
2014,3330,"$ 24,995,100.00","$ 58,076,850.00","INTERVENTORIA CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL , MUNICIPIO DE CHIPATA",CHIPATA,LIQUIDADO,2015-02-16T00:00:00.000,2015-12-25T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3332,"$ 39,527,000.00","$ 118,581,000.00",INTERVENTORIA MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS DEL SECTOR RURAL DEL MUNICIPIO DE RIONEGRO,RIONEGRO,LIQUIDADO,2015-02-18T00:00:00.000,2016-02-15T00:00:00.000,100.00%,100.00%
2014,3333,$ 0.00,"$ 20,332,480.00",INTERVENTORÍA MEJORAMIENTO DE LA RED VIAL URBANA EN LA CALLE 5 ENTRE CARRERA 9 Y 11 DEL MUNICIPIO DE CHIMA,CHIMA,LIQUIDADO,2015-04-28T00:00:00.000,11/08//2015,100.00%,"100%
ACTA FINAL"
2014,3381,$ 0.00,"$ 18,026,400.00",INTERVENTORIA CONSTRUCCION DE PLACA HUELLAS EN CONCRETO RIGIDO EN LA VIA QUE COMUNICA AL MUNICIPIO DE CHIPATA Y EL MUNICIPIO DE GUEPSA CON EL PUENTE LOS PARAMEROS EN EL DEPARTAMENTO DE SANTANDE,"CHIPATA -
GUEPSA",LIQUIDADO,2015-03-03T00:00:00.000,2015-06-02T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3431,$ 0.00,"$ 933,770,026.76","CONSTRUCCION SISTEMA DE ACUEDUCTO RURAL, VEREDA NARANJOS, HIGUERONES Y CANEY, MUNICIPIO DE MOLAGAVITA SANTANDER",MOLAGAVITA,LIQUIDADO,2015-02-13T00:00:00.000,2021-09-30T00:00:00.000,100.00%,100.00%
2014,3472,$ 0.00,"$ 470,485,641.00",CONSTRUCCION DE PLACA HUELLAS EN CONCRETO RIGIDO EN LA VIA QUE COMUNICA AL MUNICIPIO DE CHIPATA Y EL MUNICIPIO DE GUEPSA CON EL PUENTE LOS PARAMEROS EN EL DEPARTAMENTO DE SANTANDER,"CHIPATA -
GUEPSA",LIQUIDADO,2015-03-03T00:00:00.000,2015-06-02T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3494,$ 0.00,"$ 26,599,999.44",INTERVENTORÍA CONSTRUCCIÓN DE UNIDADES SANITARIAS EN EL SECTOR RURAL DEL MUNICIPIO DE GUACA,GUACA,LIQUIDADO,2015-07-24T00:00:00.000,2015-12-23T00:00:00.000,100.00%,100.00%
2014,3498,$ 0.00,"$ 37,081,754.80",INTERVENTORIA CONSTRUCCION DE UNIDADES SANITARIAS EN LOS CENTROS P0BLADOS RURALES LA MONEDA Y LA PAMPA EN EL MUNICIPIO DE SABANA DE TORRES,SABANA DE TORRES,LIQUIDADO,2015-02-09T00:00:00.000,2015-06-05T00:00:00.000,100.00%,100.00%
2014,3503,$ 0.00,"$ 199,995,930.40",MEJORAMIENTO Y ADECUACION DEL COLISEO LOS POZOS MUNICIPIO DE GUACA SANTANDER,GUACA,LIQUIDADO,2015-02-04T00:00:00.000,2016-10-12T00:00:00.000,100.00%,100.00%
2014,3512,$ 0.00,"$ 93,447,165.48",MANTENIMIENTO Y AMPLIACION DEL CAMINO PEATONAL CERRO DE MARIA AUXILIADORA DEL MUNICIPIO DE CONTRATACION,CONTRATACION,LIQUIDADO,2015-02-26T00:00:00.000,2015-05-25T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3536,"$ 455,530,966.59","$ 1,366,614,554.88",MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS DEL SECTOR RURAL DEL MUNICIPIO DE RIONEGRO,RIONEGRO,LIQUIDADO,2015-02-18T00:00:00.000,2016-02-15T00:00:00.000,100.00%,100.00%
2014,3538,$ 0.00,"$ 999,977,008.00",CONSTRUCCION MASIFICACION DE GAS NATURAL PARA EL CORREGIMIENTO DE PUERTO OLAYA EN EL MUNICIPIO DE CIMITARRA,CIMITARRA,LIQUIDADO,2015-01-05T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2014,3542,$ 0.00,"$ 469,646,805.72",MEJORAMIENTO DE LA RED VIAL URBANA EN LA CALLE 5 ENTRE CARRERAS 9 Y 11 DEL MUNICIPIO DE CHIMA SANTANDER,CHIMA,LIQUIDADO,2015-04-28T00:00:00.000,11/08//2015,100.00%,"100%
ACTA FINAL"
2014,3545,"$ 29,373,983.99","$ 104,258,943.99",INTERVENTORÍA ADECUACIÓN PLAZA DE MERCADO EN EL MUNICIPIO DE SOCORRO,SOCORRO,LIQUIDADO,2015-04-08T00:00:00.000,2015-12-14T00:00:00.000,100.00%,100.00%
2014,3547,$ 0.00,"$ 276,283,082.15",CONSTRUCCION DE PLACAS HUELLAS EN CONCRETO REFORZADO VIA LA BELLEZA SECTOR LA QUITAZ RIO DE ORO DEL MUNICIPIO DE LA BELLEZA,LA BELLEZA,LIQUIDADO,2015-07-22T00:00:00.000,2015-11-16T00:00:00.000,100.00%,100.00%
2014,3551,$ 0.00,"$ 267,975,679.75",CONSTRUCCION DE LA SEGUNDA ETAPA DEL PLAN MAESTRO DE ALCANTARILLADO DEL CASCO URBANO DEL MUNICIPIO DE SANTAN BARBARA,SANTA BARBARA,LIQUIDADO,2015-02-12T00:00:00.000,2016-02-11T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3552,$ 0.00,"$ 290,087,701.00",CONSTRUCCIÓN DEL PLAN MAESTRO DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE SANTA BÁRBARA,SANTA BARBARA,LIQUIDADO,2015-02-12T00:00:00.000,2016-02-11T00:00:00.000,100.00%,"100%
ACTA FINAL"
2014,3553,"$ 308,042,232.64","$ 945,356,000.90","ADECUACIÓN PLAZA DE MARCADO EN EL MUNICIPIO DE SOCORRO, SANTANDER.",SOCORRO,LIQUIDADO,2015-04-08T00:00:00.000,2015-12-18T00:00:00.000,100.00%,100.00%
2014,3558,$ 0.00,"$ 370,468,323.69",CONSTRUCCIÓN DE UNIDADES SANITARIAS EN LOS CENTRO POBLADOS RURALES LA MONEDA Y LA PAMPA EN EL MUNICIPIO DE SABANA DE TORRES,SABANA DE TORRES,LIQUIDADO,2015-02-09T00:00:00.000,2015-06-08T00:00:00.000,100.00%,"100%
ANTICIPO"
2014,3561,"$ 34,116,000,000.00","$ 180,623,480,469.69","MEJORAMIENTO, REHABILITACION Y PAVIMENTACION DE LA RED SECUNDARIA PARA LA CONECTIVIDAD REGIONAL EN EL PROGRAMA ESTRATEGICO DE INFRAESTRUCTURA DE CONECTIVIDAD PARA SANTANDER ENMARCADO EN EL CONTRATO PLAN DE LA NACION CON EL DEPARTAMENTO DE SANTANDER, CONPES 3775 DE 2013 - CORREDOR AGROFORESTAL Y ENERGETICO (GAMBITA - VADO REAL- SUAITA - SAN JOSE DE SUAITA - LA CASCADA - EL TIRANO - OIBA - GUADALUPE /CONTRATACION - CHIMA - SIMACOTA - SOCORRO - PARAMO / CONTRATACION - GUACAMAYO - SANTA HELENA - LA ARAGUA / SANTA HELENA - MIRABUENOS / ARAGUA - ISLANDIA -EL CARMEN-YARIMA-TMM).","GAMBITA -
SUAITA -
GUADALUPE -
OIBA -
PARAMO -
SOCORRO -
SIMACOTA -
CHIMA -
CONTRATACION -
GUACAMAYO -
SANTA HELENA -
EL CARMEN DE CHUCURI",EJECUCION,2014-12-30T00:00:00.000,2023-01-31T00:00:00.000,95.00%,91.00%
2014,3566,$ 0.00,"$ 782,436,360.00","IMPLEMENTACION DE GAS LICUADO DE PETROLEO GLP PARA EL MUNICIPIO DE LOS SANTOS 
IMPLEMENTACION DEL SISTEMA DE GAS DOMICILIARIO (GLP) POR REDES PARA EL MUNICIPIO DE GUACAMAYO, SANTANDER, 
IMPLEMENTACION DE CONEXIONES DE GLP POR REDES PARA LOS USUARIOS DE MENORES INGRESOS DEL CORREGIMIENTO DE CAMPO DURO DEL MUNICIPIO DE PUERTO WILCHES E
IMPLEMENTACION CONEXION DE GLP POR REDES PARA LOS USUARIOS DE MENORES INGRESOS DE LA PAMPA, LA MONEDA, SABANETA, LA GOMEZ, KILOMETRO 36 SABANA DE TORRES","GUACAMAYO
LOS SANTOS
PUERTO WILCHES
SABANA DE TORRES",LIQUIDADO,2014-12-31T00:00:00.000,2018-06-01T00:00:00.000,"GUACAMAYO 100%
LOS SANTOS 
100%","100%
UNICO DESEMBOLSO"
2014,3567,$ 0.00,"$ 99,410,304.00",IMPLEMENTACION DEL GAS DOMICILIARIO GPL POR REDES PARA EL MUNICIPIO DE GALAN - DEPARTAMENTO DE SANTANDER,GALAN,LIQUIDADO,2015-05-19T00:00:00.000,2016-05-19T00:00:00.000,0.00%,100.00%
2014,3573,$ 0.00,"$ 134,228,138.88","CONSTRUCCIÓN DE LA ILUMINACIÓN DE LA CANCHA SINTÉTICA DEL FUTBOL LA MILAGROSA VEREDA CENTRO MUNICIPIO DE VETAS, SANTANDER",VETAS,LIQUIDADO,2015-05-04T00:00:00.000,2016-04-17T00:00:00.000,100.00%,100.00%
2015,313,$ 0.00,"$ 17,028,141.59",INTERVENTORIA PARA LA CONSTRUCCION PAVIMENTO RIGIDO CALLE DE LOS ESTUDIANTES EN EL MUNICIPIO DE MOGOTES,MOGOTES,LIQUIDADO,2015-06-30T00:00:00.000,2015-09-29T00:00:00.000,100.00%,"100%
ACTA FINAL"
2015,316,$ 0.00,"$ 29,928,000.00",INTERVENTORIA PARA LA CONSTRUCCION Y ADECUACION DEL PARQUE JAIME ZAPATA PAEZ DEL MUNICIPIO DE VALLE DE SAN JOSE,VALLE DE SAN JOSE,LIQUIDADO,2015-04-06T00:00:00.000,2016-04-13T00:00:00.000,100.00%,0.00%
2015,317,"$ 7,511,725.66","$ 27,542,994.10",INTERVENTORÍA PARA LA CONSTRUCCIÓN DE PAVIMENTO EN PIEDRA BARICHARA Y CONCRETO RÍGIDO DEL CASCO URBANO DEL MUNICIPIO DE SUAITA,SUAITA,LIQUIDADO,2015-03-16T00:00:00.000,2015-12-03T00:00:00.000,100.00%,100.00%
2015,318,$ 0.00,"$ 19,140,000.00",INTERVENTORIA PARA LA CONSTRUCCION DEL ALCANTARILLADO SANITARIO DEL SECTOR AGUA BUENA - PRIMAVERA DE LA VEREDA SAN PEDRO DEL MUNICIPIO DE ARATOCA,ARATOCA,LIQUIDADO,2015-04-15T00:00:00.000,2015-11-20T00:00:00.000,100.00%,"100%
ACTA 2"
2015,319,$ 0.00,"$ 40,318,970.00",INTERVENTORIA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA VIA BURAGA - MACARAVITA DEL MUNICIPIO DE MACARAVITA,MACARAVITA,LIQUIDADO,2015-03-18T00:00:00.000,2015-07-17T00:00:00.000,100.00%,"100%
ACTA FINAL"
2015,320,$ 0.00,"$ 28,552,500.00","INTERVENTORIA CONSTRUCCION DEL CENTRO VIDA FASE I , PARA LA ATENCION INTEGRAL Y BENEFICIO DEL ADULTO MAYOR DEL MUNICIPIO DE SANTA BARBARA",SANTA BARBARA,LIQUIDADO,2015-02-18T00:00:00.000,2015-07-02T00:00:00.000,100.00%,"100%
ACTA FINAL"
2015,321,$ 0.00,"$ 26,700,000.00",INTERVENTORIA A LA CONSTRUCCION DE UNIDADES SANITARIAS EN EL SECTOR RURAL DEL MUNICIPIO DE SANTA HELENA DEL OPON,SANTA HELENA DEL OPON,LIQUIDADO,2015-07-27T00:00:00.000,2016-01-28T00:00:00.000,100.00%,100.00%
2015,334,$ 0.00,"$ 49,325,286.00",CONSTRUCCION APOYO PARA LA INSTALACION DE UN PUENTE MILITAR SOBRE EL RIO OIBITA EN LA VIA GUALILO - SANTA HELENA,SANTA HELENA DEL OPON,LIQUIDADO,SIN INICIAR,1899-12-31T00:00:00.000,0.00%,0.00%
